merchant_abn,merchant_name,segment,Takings Rank,Loss Potential Ranking,Growth Potential Ranking,Final Ranking
30942453214,Justo Nec Associates,"Lifestyle, Health & Recreation",332,331,819,433
92413760084,Mi Corp.,"Lifestyle, Health & Recreation",525,526,469,442
11566786699,Euismod Et Institute,"Lifestyle, Health & Recreation",577,577,369,444
59965794726,Dictum Corp.,"Lifestyle, Health & Recreation",321,324,889,450
76251945060,Tempor Arcu Corp.,"Lifestyle, Health & Recreation",435,434,676,455
36607451384,Feugiat Lorem Incorporated,"Lifestyle, Health & Recreation",538,538,478,458
59162205130,Ante Dictum LLC,"Lifestyle, Health & Recreation",715,716,133,465
57772891398,Risus Industries,"Lifestyle, Health & Recreation",410,412,753,472
48256546416,Consequat Incorporated,"Lifestyle, Health & Recreation",658,658,263,473
32551640842,Erat Semper Ltd,"Lifestyle, Health & Recreation",313,312,955,474
25273270711,Lacus Vestibulum Foundation,"Lifestyle, Health & Recreation",450,448,729,489
41251795489,Ultricies Sem Limited,"Lifestyle, Health & Recreation",587,586,460,491
71236652596,Risus Nulla Eget Consulting,"Lifestyle, Health & Recreation",463,463,714,494
39469311070,Lorem Donec Foundation,"Lifestyle, Health & Recreation",549,550,565,504
74391255526,Vitae Semper Egestas Foundation,"Lifestyle, Health & Recreation",559,560,614,521
20240471832,Eu Metus In LLP,"Lifestyle, Health & Recreation",499,499,777,533
27179144904,Risus Donec LLC,"Lifestyle, Health & Recreation",537,536,716,540
72177236569,Elit Pellentesque Inc.,"Lifestyle, Health & Recreation",453,453,890,545
75902032169,Accumsan Neque Consulting,"Lifestyle, Health & Recreation",638,638,561,554
56729951690,Quam Corporation,"Lifestyle, Health & Recreation",448,447,965,561
26445720989,Donec Limited,"Lifestyle, Health & Recreation",597,597,697,571
16452078130,In Sodales PC,"Lifestyle, Health & Recreation",733,732,429,572
76078244980,Nec Quam PC,"Lifestyle, Health & Recreation",568,565,779,579
92681936901,Eget Volutpat Ornare Ltd,"Lifestyle, Health & Recreation",745,742,440,586
16248082282,Phasellus Foundation,"Lifestyle, Health & Recreation",464,464,1021,595
22997201471,A Malesuada Id Institute,"Lifestyle, Health & Recreation",685,687,594,603
46970913786,Lectus Ltd,"Lifestyle, Health & Recreation",507,507,1009,625
92207241352,Sem Egestas Blandit Corporation,"Lifestyle, Health & Recreation",703,704,624,627
43073797016,Molestie Arcu Corporation,"Lifestyle, Health & Recreation",707,708,646,637
11841065357,Eu Tellus Industries,"Lifestyle, Health & Recreation",578,575,932,643
29122719261,Risus Quisque Corp.,"Lifestyle, Health & Recreation",698,698,690,644
57480173036,Dolor Sit Incorporated,"Lifestyle, Health & Recreation",509,509,1091,654
52535771754,Vel Pede Blandit Corp.,"Lifestyle, Health & Recreation",534,534,1062,661
31580243600,Sed Corp.,"Lifestyle, Health & Recreation",542,542,1056,664
25069678029,Elit Dictum Eu Corp.,"Lifestyle, Health & Recreation",796,794,564,670
39088614710,Ut Eros Institute,"Lifestyle, Health & Recreation",656,656,845,672
11588046517,Dolor Industries,"Lifestyle, Health & Recreation",672,672,822,675
60706491699,Gravida Praesent Corp.,"Lifestyle, Health & Recreation",575,579,1022,677
25674631453,Venenatis Lacus Etiam Incorporated,"Lifestyle, Health & Recreation",740,740,723,689
67142049268,Aliquet Sem Ut PC,"Lifestyle, Health & Recreation",609,609,989,694
53123395285,Nisl Arcu Limited,"Lifestyle, Health & Recreation",967,967,291,701
84088835754,Congue Turpis In LLC,"Lifestyle, Health & Recreation",595,596,1055,709
98472033309,Semper Associates,"Lifestyle, Health & Recreation",781,784,692,711
94701884796,Ante Nunc Ltd,"Lifestyle, Health & Recreation",701,702,897,726
22019664345,Molestie Sodales Foundation,"Lifestyle, Health & Recreation",641,641,1027,728
47644196714,Auctor Non Feugiat Inc.,"Lifestyle, Health & Recreation",859,858,640,742
20717993088,Lacus Vestibulum Lorem Institute,"Lifestyle, Health & Recreation",697,695,971,746
67797658023,Enim Mi Ltd,"Lifestyle, Health & Recreation",805,805,761,748
69666829657,Sem Ut Institute,"Lifestyle, Health & Recreation",765,767,854,754
55559667703,Quis Incorporated,"Lifestyle, Health & Recreation",666,666,1066,762
11437621158,Nam Foundation,"Lifestyle, Health & Recreation",702,701,1004,764
85978665515,Euismod LLC,"Lifestyle, Health & Recreation",623,621,1164,765
94072762560,Natoque Consulting,"Lifestyle, Health & Recreation",739,744,927,767
38337815814,Eget Venenatis Limited,"Lifestyle, Health & Recreation",594,592,1228,770
27086915609,At Velit Pellentesque Limited,"Lifestyle, Health & Recreation",754,749,967,791
74155418313,Egestas Ligula Corp.,"Lifestyle, Health & Recreation",786,786,909,795
60836029312,Montes Nascetur Institute,"Lifestyle, Health & Recreation",598,602,1281,796
56559128138,Nec Tempus Mauris LLC,"Lifestyle, Health & Recreation",717,717,1049,799
54327105512,Suscipit Nonummy Fusce Inc.,"Lifestyle, Health & Recreation",636,634,1251,815
67019805160,Pharetra Nibh Aliquam Consulting,"Lifestyle, Health & Recreation",871,870,783,817
32329455050,Massa Lobortis Consulting,"Lifestyle, Health & Recreation",819,818,941,830
67915848101,Aliquet Molestie Company,"Lifestyle, Health & Recreation",938,937,711,836
25176526221,Nec Cursus Corporation,"Lifestyle, Health & Recreation",699,699,1212,847
74019238521,Ac Limited,"Lifestyle, Health & Recreation",806,807,1007,852
20435488659,Diam Lorem Industries,"Lifestyle, Health & Recreation",748,746,1126,853
50321300271,Augue Industries,"Lifestyle, Health & Recreation",826,826,970,854
77343745836,Nunc Ullamcorper Velit LLC,"Lifestyle, Health & Recreation",934,935,766,865
75104340635,Nisl Elementum Ltd,"Lifestyle, Health & Recreation",955,955,730,867
46600268436,Accumsan Inc.,"Lifestyle, Health & Recreation",730,729,1181,868
70969465360,Purus Maecenas PC,"Lifestyle, Health & Recreation",848,847,948,870
62135501337,Pede Corp.,"Lifestyle, Health & Recreation",726,724,1201,877
83935353706,Curabitur Egestas Nunc Corp.,"Lifestyle, Health & Recreation",794,793,1087,882
22470136913,Adipiscing Elit Incorporated,"Lifestyle, Health & Recreation",837,840,1106,905
42483854662,Magna Sed Corp.,"Lifestyle, Health & Recreation",905,903,987,910
59450324455,Phasellus Dapibus Corporation,"Lifestyle, Health & Recreation",855,854,1102,914
68189578822,Euismod Ac Associates,"Lifestyle, Health & Recreation",815,814,1202,919
99938978285,Elit Dictum Eu Ltd,"Lifestyle, Health & Recreation",812,813,1216,922
71946255432,Diam Institute,"Lifestyle, Health & Recreation",1014,1015,817,924
40099570304,Nulla LLC,"Lifestyle, Health & Recreation",906,905,1043,927
27099208477,Cras Dictum Ltd,"Lifestyle, Health & Recreation",861,859,1179,932
39618687681,Lorem Industries,"Lifestyle, Health & Recreation",929,929,1071,943
54056521797,Aenean Egestas Hendrerit Ltd,"Lifestyle, Health & Recreation",822,822,1288,945
69108448846,Laoreet Industries,"Lifestyle, Health & Recreation",808,808,1323,948
83953428830,Fringilla Est Ltd,"Lifestyle, Health & Recreation",1042,1039,870,952
96781066746,Ante Vivamus Non Corporation,"Lifestyle, Health & Recreation",800,802,1359,956
12483082042,Sed PC,"Lifestyle, Health & Recreation",962,961,1067,962
19111577631,Dictum Industries,"Lifestyle, Health & Recreation",743,745,1533,976
35391497890,Donec Corporation,"Lifestyle, Health & Recreation",954,954,1132,983
92019681129,Blandit Industries,"Lifestyle, Health & Recreation",1037,1035,974,985
25365595519,Quis Associates,"Lifestyle, Health & Recreation",928,928,1223,997
96566672398,Odio Tristique Pharetra Incorporated,"Lifestyle, Health & Recreation",1093,1094,903,999
45783766755,Purus Duis Corp.,"Lifestyle, Health & Recreation",913,913,1280,1003
86101203168,Viverra Donec LLC,"Lifestyle, Health & Recreation",866,865,1411,1013
92368600426,Mattis Company,"Lifestyle, Health & Recreation",915,916,1325,1020
28827474922,Libero Limited,"Lifestyle, Health & Recreation",936,936,1296,1022
62981771325,Eu Neque Pellentesque Ltd,"Lifestyle, Health & Recreation",1047,1046,1199,1051
40776514177,Sit Amet Dapibus LLC,"Lifestyle, Health & Recreation",973,973,1352,1054
11017796471,Sodales Mauris Consulting,"Lifestyle, Health & Recreation",1092,1093,1141,1059
90684382197,In Sodales Limited,"Lifestyle, Health & Recreation",1001,1004,1358,1067
19892730735,Nunc Sit Incorporated,"Lifestyle, Health & Recreation",1111,1111,1183,1079
31630375469,Ante Bibendum Corporation,"Lifestyle, Health & Recreation",1396,1396,628,1080
23787788327,Ad Corporation,"Lifestyle, Health & Recreation",1179,1180,1104,1086
77990903737,Semper Et Lacinia LLP,"Lifestyle, Health & Recreation",1248,1248,969,1088
34190774918,Eget Ipsum Corp.,"Lifestyle, Health & Recreation",1041,1042,1402,1091
24015576448,Mi Eleifend Associates,"Lifestyle, Health & Recreation",1032,1032,1424,1093
49640494725,Magna Praesent Interdum Ltd,"Lifestyle, Health & Recreation",1157,1156,1222,1109
65527917790,Nulla Cras Corporation,"Lifestyle, Health & Recreation",926,925,1691,1112
45322831450,Non Sapien Molestie Corporation,"Lifestyle, Health & Recreation",1130,1129,1295,1118
25824799381,Elit Institute,"Lifestyle, Health & Recreation",1117,1118,1321,1121
84131378699,Hendrerit Corp.,"Lifestyle, Health & Recreation",1031,1031,1503,1123
77037096829,Nam Consulting,"Lifestyle, Health & Recreation",1190,1189,1215,1134
38243146530,Suspendisse Aliquet Incorporated,"Lifestyle, Health & Recreation",1043,1043,1530,1145
15367144876,Id Nunc Corporation,"Lifestyle, Health & Recreation",1071,1072,1513,1157
39917000142,Justo Sit LLC,"Lifestyle, Health & Recreation",1355,1352,954,1160
73761689784,Odio Sagittis Incorporated,"Lifestyle, Health & Recreation",1053,1050,1558,1162
73227776133,A Odio Semper Incorporated,"Lifestyle, Health & Recreation",1113,1108,1441,1163
27574779991,Pede Malesuada Company,"Lifestyle, Health & Recreation",1303,1301,1076,1169
20569508100,Euismod Est Corp.,"Lifestyle, Health & Recreation",1159,1161,1365,1170
83421619944,Dui LLP,"Lifestyle, Health & Recreation",1049,1052,1601,1172
15686458582,Sed Orci Lobortis Corp.,"Lifestyle, Health & Recreation",1175,1174,1366,1182
69696627033,Erat Semper Limited,"Lifestyle, Health & Recreation",1114,1112,1559,1198
93894215354,At Velit Cras Associates,"Lifestyle, Health & Recreation",1300,1300,1210,1208
34973148717,Montes Nascetur Ridiculus Ltd,"Lifestyle, Health & Recreation",1237,1239,1337,1209
76968105359,Nec Limited,"Lifestyle, Health & Recreation",1193,1192,1437,1215
58895707108,Lobortis Risus LLP,"Lifestyle, Health & Recreation",1221,1220,1407,1226
24179472533,Est Congue Institute,"Lifestyle, Health & Recreation",1213,1212,1453,1237
29693559566,Sed Diam Associates,"Lifestyle, Health & Recreation",1359,1359,1165,1238
76020856062,Nunc Pulvinar Arcu Corporation,"Lifestyle, Health & Recreation",1293,1293,1317,1245
84445217729,Eu Tellus Foundation,"Lifestyle, Health & Recreation",1046,1047,1812,1246
20939962818,Semper Cursus Institute,"Lifestyle, Health & Recreation",1259,1257,1399,1248
57253456204,A Malesuada Associates,"Lifestyle, Health & Recreation",1069,1070,1777,1249
61213731974,Dis Parturient Montes Corporation,"Lifestyle, Health & Recreation",1218,1214,1492,1252
27109170541,Leo Vivamus Associates,"Lifestyle, Health & Recreation",1214,1215,1499,1253
56762458844,In Inc.,"Lifestyle, Health & Recreation",1133,1131,1700,1266
12771097467,At Pretium Corp.,"Lifestyle, Health & Recreation",1222,1224,1529,1271
59128133246,Ut Tincidunt Foundation,"Lifestyle, Health & Recreation",1169,1170,1636,1272
92382466112,A Neque Nullam Corp.,"Lifestyle, Health & Recreation",1351,1350,1304,1285
64431686132,Aliquam Enim Ltd,"Lifestyle, Health & Recreation",1283,1283,1450,1290
24683655751,Ipsum Suspendisse Foundation,"Lifestyle, Health & Recreation",1160,1162,1705,1294
11961681734,Dui Cras Pellentesque Company,"Lifestyle, Health & Recreation",1178,1179,1674,1295
79198689842,Donec Luctus Industries,"Lifestyle, Health & Recreation",1572,1571,894,1298
76745031694,Tristique LLP,"Lifestyle, Health & Recreation",1189,1191,1664,1300
83329078822,Rutrum Incorporated,"Lifestyle, Health & Recreation",1253,1251,1561,1306
11802512399,At Egestas A Corp.,"Lifestyle, Health & Recreation",1261,1259,1574,1314
20269486864,Mi Eleifend Egestas Corp.,"Lifestyle, Health & Recreation",1415,1415,1279,1321
78508476745,Sapien LLP,"Lifestyle, Health & Recreation",1368,1367,1384,1326
52544138714,Pede Sagittis LLP,"Lifestyle, Health & Recreation",1284,1288,1568,1332
76275088055,Vitae Risus Industries,"Lifestyle, Health & Recreation",1226,1229,1692,1337
67465447214,Adipiscing Mauris Molestie LLC,"Lifestyle, Health & Recreation",1264,1262,1648,1345
39112692726,Mus Proin LLC,"Lifestyle, Health & Recreation",1205,1205,1767,1347
30801495844,Nunc Ullamcorper Company,"Lifestyle, Health & Recreation",1285,1286,1624,1358
62483383956,Nec PC,"Lifestyle, Health & Recreation",1227,1226,1753,1362
93077671049,Erat In Industries,"Lifestyle, Health & Recreation",1291,1289,1639,1364
21645141747,Ipsum Ltd,"Lifestyle, Health & Recreation",1257,1261,1710,1365
35144409275,Dictum Mi LLC,"Lifestyle, Health & Recreation",1418,1418,1476,1377
37829861545,Cursus Vestibulum Mauris Foundation,"Lifestyle, Health & Recreation",1451,1452,1436,1385
39434518372,Tempus Limited,"Lifestyle, Health & Recreation",1307,1308,1737,1388
60602272553,Sagittis Duis Gravida Incorporated,"Lifestyle, Health & Recreation",1280,1282,1791,1389
45567605014,Vel Arcu Industries,"Lifestyle, Health & Recreation",1435,1435,1486,1390
62735494616,Cras Lorem Lorem Limited,"Lifestyle, Health & Recreation",1195,1195,1974,1396
89048727914,At Augue Corporation,"Lifestyle, Health & Recreation",1292,1292,1787,1399
66206584458,Eros Proin Ultrices Ltd,"Lifestyle, Health & Recreation",1335,1336,1722,1411
19585107705,Amet Consectetuer Adipiscing Associates,"Lifestyle, Health & Recreation",1613,1615,1208,1431
82912636758,Eu Dolor Egestas LLC,"Lifestyle, Health & Recreation",1516,1513,1416,1434
21587176464,Dictum Eu LLP,"Lifestyle, Health & Recreation",1489,1487,1488,1439
89297547843,Ut Aliquam Limited,"Lifestyle, Health & Recreation",1380,1380,1714,1441
29730124424,Egestas A LLP,"Lifestyle, Health & Recreation",1318,1315,1849,1449
35813492759,Orci Institute,"Lifestyle, Health & Recreation",1304,1303,1878,1452
73508037595,Felis Ullamcorper Associates,"Lifestyle, Health & Recreation",1606,1611,1274,1454
82179892802,Lacus Mauris Limited,"Lifestyle, Health & Recreation",1299,1298,1903,1460
65150917863,Aliquam Iaculis Lacus LLC,"Lifestyle, Health & Recreation",1625,1625,1271,1467
70309831462,Proin Nisl Sem Company,"Lifestyle, Health & Recreation",1453,1451,1621,1471
57540672941,Ante Vivamus Industries,"Lifestyle, Health & Recreation",1357,1357,1821,1475
12899341959,Consectetuer Euismod Inc.,"Lifestyle, Health & Recreation",1462,1461,1631,1481
67244956961,Vehicula Industries,"Lifestyle, Health & Recreation",1497,1499,1597,1496
77397924030,Lacinia Mattis Corporation,"Lifestyle, Health & Recreation",1342,1343,1942,1505
44488833452,Aliquet Diam Inc.,"Lifestyle, Health & Recreation",1484,1485,1698,1522
12888399565,In Molestie Limited,"Lifestyle, Health & Recreation",1587,1585,1500,1528
47874406074,Et Malesuada Fames PC,"Lifestyle, Health & Recreation",1635,1634,1404,1531
59335427001,Suspendisse Tristique Associates,"Lifestyle, Health & Recreation",1444,1443,1795,1533
89973342551,In Faucibus Corp.,"Lifestyle, Health & Recreation",1530,1529,1625,1536
97434297484,A Enim Institute,"Lifestyle, Health & Recreation",1417,1417,1884,1546
32413511882,Morbi Vehicula Limited,"Lifestyle, Health & Recreation",1591,1588,1551,1552
59288709135,Pede Suspendisse Institute,"Lifestyle, Health & Recreation",1571,1574,1606,1557
56489374516,Aliquam Tincidunt Institute,"Lifestyle, Health & Recreation",1533,1532,1694,1562
46308102995,Dictum Eleifend PC,"Lifestyle, Health & Recreation",1521,1522,1727,1566
49318926537,Ut Nisi Associates,"Lifestyle, Health & Recreation",1709,1709,1371,1576
79789227737,Ligula Elit Pretium Limited,"Lifestyle, Health & Recreation",1442,1444,1936,1583
73843758222,Sed Malesuada Augue LLC,"Lifestyle, Health & Recreation",1500,1500,1873,1603
90179131356,Lacus Mauris LLC,"Lifestyle, Health & Recreation",1485,1483,1952,1622
66678363248,Nulla Cras Eu Inc.,"Lifestyle, Health & Recreation",1551,1547,1835,1625
69078612783,Gravida Mauris LLP,"Lifestyle, Health & Recreation",1495,1492,1950,1627
71668072331,Sapien Gravida Foundation,"Lifestyle, Health & Recreation",1397,1401,2139,1628
80753862231,Praesent LLC,"Lifestyle, Health & Recreation",1499,1498,1962,1631
63789206880,Mauris Molestie Industries,"Lifestyle, Health & Recreation",1483,1484,1992,1632
23490868997,Odio Auctor LLC,"Lifestyle, Health & Recreation",1955,1955,1061,1637
28510201393,Quam Curabitur Corporation,"Lifestyle, Health & Recreation",1703,1703,1567,1638
61639583117,Tincidunt Nunc Institute,"Lifestyle, Health & Recreation",2480,2482,13,1639
54687916328,Ligula Nullam PC,"Lifestyle, Health & Recreation",1711,1712,1566,1644
36747959917,Sed Facilisis Inc.,"Lifestyle, Health & Recreation",1839,1836,1333,1648
83271526845,Adipiscing Ligula Corp.,"Lifestyle, Health & Recreation",1590,1592,1826,1649
73096931114,Nulla Ante Iaculis Ltd,"Lifestyle, Health & Recreation",1619,1619,1772,1651
31456306765,Phasellus Ltd,"Lifestyle, Health & Recreation",1476,1476,2087,1663
48214071373,Ridiculus LLC,"Lifestyle, Health & Recreation",1599,1600,1865,1671
49482116099,Dignissim Ltd,"Lifestyle, Health & Recreation",1412,1412,2264,1681
85726387922,Vivamus Sit Associates,"Lifestyle, Health & Recreation",1545,1545,2000,1682
35071907475,A Auctor Non Institute,"Lifestyle, Health & Recreation",1700,1700,1720,1692
37097551567,Quis Pede Associates,"Lifestyle, Health & Recreation",1872,1869,1394,1698
97069390689,Etiam Bibendum Fermentum PC,"Lifestyle, Health & Recreation",1510,1510,2147,1707
68699143999,Tincidunt Neque Vitae Corporation,"Lifestyle, Health & Recreation",1721,1720,1738,1708
88052624284,Lobortis Mauris Suspendisse Associates,"Lifestyle, Health & Recreation",1838,1839,1512,1711
15549624934,Commodo Associates,"Lifestyle, Health & Recreation",1733,1734,1724,1712
16242364669,In Nec Limited,"Lifestyle, Health & Recreation",1695,1693,1807,1714
24378910810,Curabitur Ut Industries,"Lifestyle, Health & Recreation",1669,1669,1860,1715
19575005485,Nulla Integer Vulputate Institute,"Lifestyle, Health & Recreation",1723,1726,1759,1719
42226247639,Elit Fermentum Inc.,"Lifestyle, Health & Recreation",1622,1622,1967,1721
32812230887,Id Nunc Interdum Corporation,"Lifestyle, Health & Recreation",1634,1635,1944,1722
40908151498,Diam Dictum Company,"Lifestyle, Health & Recreation",1833,1838,1552,1725
10848766800,Ut Dolor Dapibus LLP,"Lifestyle, Health & Recreation",1817,1817,1590,1728
48298955262,A Arcu Sed Company,"Lifestyle, Health & Recreation",1808,1811,1734,1766
49152510995,Sit Ltd,"Lifestyle, Health & Recreation",1659,1656,2049,1770
28647642474,Convallis In Corporation,"Lifestyle, Health & Recreation",1848,1847,1677,1771
23915266871,Pellentesque PC,"Lifestyle, Health & Recreation",1712,1713,1959,1774
42515892480,Quisque Purus LLC,"Lifestyle, Health & Recreation",1714,1718,1961,1777
88878493736,At Fringilla Company,"Lifestyle, Health & Recreation",1756,1756,1891,1779
70651441723,Convallis In Consulting,"Lifestyle, Health & Recreation",1653,1653,2098,1780
42191818419,Sit PC,"Lifestyle, Health & Recreation",1616,1617,2173,1781
57426521062,Nascetur Ridiculus Institute,"Lifestyle, Health & Recreation",1793,1793,1829,1783
34922750917,Magna Lorem Ipsum Inc.,"Lifestyle, Health & Recreation",1896,1896,1629,1785
94827960324,Et Magna Praesent Ltd,"Lifestyle, Health & Recreation",1869,1871,1696,1791
33087124172,Sapien Aenean Inc.,"Lifestyle, Health & Recreation",1937,1939,1627,1811
76369909295,Eget Metus Industries,"Lifestyle, Health & Recreation",1899,1897,1718,1815
60922283533,Feugiat Non PC,"Lifestyle, Health & Recreation",1627,1628,2269,1817
50423424106,Aliquam Adipiscing Institute,"Lifestyle, Health & Recreation",2062,2063,1423,1831
46017523620,Lorem Donec Elementum Corporation,"Lifestyle, Health & Recreation",1875,1875,1817,1838
36413911362,Suspendisse Sed Institute,"Lifestyle, Health & Recreation",1720,1722,2189,1858
54966031548,Donec Nibh Corporation,"Lifestyle, Health & Recreation",1908,1907,1847,1870
67275686106,Eu Institute,"Lifestyle, Health & Recreation",1744,1744,2178,1873
16423528990,Litora Torquent Corporation,"Lifestyle, Health & Recreation",2847,2848,21,1887
52529569808,Aliquam Erat Corp.,"Lifestyle, Health & Recreation",2032,2032,1658,1890
25407570137,Quam Curabitur Consulting,"Lifestyle, Health & Recreation",1699,1697,2372,1899
26341565445,Ultrices Duis PC,"Lifestyle, Health & Recreation",1929,1930,1918,1900
83930795096,Elit Pede Industries,"Lifestyle, Health & Recreation",1820,1819,2171,1908
39841504967,Felis Adipiscing Fringilla Limited,"Lifestyle, Health & Recreation",1952,1952,1908,1910
88492245451,At Arcu LLC,"Lifestyle, Health & Recreation",1857,1856,2104,1912
60876328805,Consequat Dolor PC,"Lifestyle, Health & Recreation",2091,2088,1665,1923
15613631617,Ante Industries,"Lifestyle, Health & Recreation",2460,2450,960,1931
41197194464,Lacus Ut Associates,"Lifestyle, Health & Recreation",1940,1941,2024,1937
80287080694,Vulputate Risus Ltd,"Lifestyle, Health & Recreation",1911,1910,2088,1938
16993524298,Posuere Cubilia Curae LLP,"Lifestyle, Health & Recreation",2105,2105,1725,1946
65452312369,Mi Fringilla LLC,"Lifestyle, Health & Recreation",2023,2019,1979,1973
52922961938,Pharetra Nam Ac Inc.,"Lifestyle, Health & Recreation",1786,1785,2453,1976
18146314043,Vel Consulting,"Lifestyle, Health & Recreation",1919,1920,2250,1998
40242962373,Vel Incorporated,"Lifestyle, Health & Recreation",1803,1804,2486,2000
83887431107,Tristique Associates,"Lifestyle, Health & Recreation",1921,1921,2256,2002
82539239304,Vitae Ltd,"Lifestyle, Health & Recreation",2239,2241,1630,2005
37069107801,Pellentesque Tincidunt Ltd,"Lifestyle, Health & Recreation",1948,1946,2240,2013
61050921768,Mauris Rhoncus LLP,"Lifestyle, Health & Recreation",1809,1807,2527,2018
74798553636,Scelerisque Industries,"Lifestyle, Health & Recreation",1979,1978,2205,2026
62464051354,Rhoncus Id Institute,"Lifestyle, Health & Recreation",1818,1818,2529,2029
23144747020,Nam Ac Corp.,"Lifestyle, Health & Recreation",1978,1979,2239,2034
99987905597,Commodo Hendrerit LLC,"Lifestyle, Health & Recreation",1804,1801,2594,2036
69911676985,Vestibulum Ut Incorporated,"Lifestyle, Health & Recreation",2129,2129,2026,2048
72167534195,Quisque Libero Corporation,"Lifestyle, Health & Recreation",1981,1982,2348,2055
