merchant_abn,merchant_name,segment,Takings Rank,Loss Potential Ranking,Growth Potential Ranking,Final Ranking
45480771376,Facilisis Eget Limited,"Home, Garden & Living",983,983,1302,1046
73731446835,Dictum Eu Incorporated,"Home, Garden & Living",1064,1059,1147,1047
48086705406,Nullam Lobortis Corporation,"Home, Garden & Living",998,996,1289,1049
75646866762,Facilisis Limited,"Home, Garden & Living",999,992,1297,1050
67288548470,Ligula Elit LLC,"Home, Garden & Living",1033,1035,1262,1061
79479365013,Facilisis Non Inc.,"Home, Garden & Living",1010,1011,1363,1075
67165527084,Lacinia Vitae Sodales Inc.,"Home, Garden & Living",1119,1124,1191,1082
36800720158,A Felis Ullamcorper Corporation,"Home, Garden & Living",1016,1009,1458,1091
26510188921,Et Nunc Institute,"Home, Garden & Living",1107,1122,1275,1098
40507108040,Lacinia At Institute,"Home, Garden & Living",1035,1036,1440,1101
68645891034,Fusce Industries,"Home, Garden & Living",986,990,1550,1108
91633005350,Vel LLC,"Home, Garden & Living",992,984,1593,1128
71094934182,Nonummy Ipsum Non LLC,"Home, Garden & Living",1298,1296,999,1133
26267439458,Aliquam Fringilla Foundation,"Home, Garden & Living",1110,1099,1386,1136
36688095621,Aliquam Nisl Nulla Corporation,"Home, Garden & Living",1116,1102,1378,1137
65337745105,Nunc LLP,"Home, Garden & Living",1210,1214,1178,1140
13447011295,Magna Nec Institute,"Home, Garden & Living",1136,1134,1373,1154
76819856970,Egestas Blandit Ltd,"Home, Garden & Living",1234,1230,1185,1156
72611840049,Lobortis Tellus Limited,"Home, Garden & Living",1091,1086,1474,1158
10714068705,Sollicitudin Commodo Ipsum Industries,"Home, Garden & Living",1240,1241,1230,1175
73546158413,Nec Ante Corp.,"Home, Garden & Living",1432,1429,853,1179
56429066925,Porta LLP,"Home, Garden & Living",1123,1123,1540,1198
44210076869,Volutpat Nulla Facilisis LLP,"Home, Garden & Living",1258,1261,1273,1202
17186910612,Semper Tellus LLP,"Home, Garden & Living",1220,1208,1379,1205
66626020312,In Magna Incorporated,"Home, Garden & Living",1336,1334,1139,1206
23540388582,Sociis Natoque Company,"Home, Garden & Living",1061,1066,1708,1221
82027679475,Dolor Associates,"Home, Garden & Living",1127,1127,1582,1222
88215945141,Semper Nam Tempor LLC,"Home, Garden & Living",1124,1114,1599,1223
96491286698,Commodo Auctor Velit Foundation,"Home, Garden & Living",1211,1197,1472,1235
43006743995,Vestibulum Mauris Magna Institute,"Home, Garden & Living",1243,1242,1414,1240
84048044848,Molestie Arcu Sed Corporation,"Home, Garden & Living",1109,1093,1712,1245
48302663667,Eget Tincidunt LLP,"Home, Garden & Living",1269,1267,1383,1249
74916784885,Cursus Purus Associates,"Home, Garden & Living",1181,1194,1549,1252
38672941140,Consequat Nec Mollis Institute,"Home, Garden & Living",1207,1207,1519,1253
89518629617,Vulputate Velit Eu Limited,"Home, Garden & Living",1369,1376,1196,1258
67874735704,Ultricies Adipiscing Enim Industries,"Home, Garden & Living",1433,1435,1083,1260
65022194603,Ultricies Ltd,"Home, Garden & Living",1135,1125,1693,1261
22474703869,Consectetuer Inc.,"Home, Garden & Living",1459,1458,1044,1265
61991570212,A Ltd,"Home, Garden & Living",1231,1224,1553,1286
55562579755,Enim Curabitur Massa Foundation,"Home, Garden & Living",1184,1172,1704,1304
15115332331,In Consectetuer Ltd,"Home, Garden & Living",1378,1389,1305,1308
33032934489,Adipiscing Elit Etiam Incorporated,"Home, Garden & Living",1393,1396,1315,1320
42368556376,At Iaculis Corp.,"Home, Garden & Living",1436,1438,1261,1330
44659323510,Aliquam Ornare Institute,"Home, Garden & Living",1250,1257,1688,1355
18883136194,Velit Pellentesque Ultricies Foundation,"Home, Garden & Living",1246,1258,1695,1356
32709729094,Odio Auctor Corp.,"Home, Garden & Living",1270,1264,1697,1367
53003062892,At Pretium PC,"Home, Garden & Living",1387,1372,1514,1371
80953929257,Nunc Risus Consulting,"Home, Garden & Living",1511,1496,1290,1377
20740910820,Ultrices Posuere Cubilia Incorporated,"Home, Garden & Living",1601,1591,1124,1379
11563852275,Proin Vel Incorporated,"Home, Garden & Living",1467,1469,1390,1382
22578135006,A Aliquet Ltd,"Home, Garden & Living",1356,1357,1628,1387
72366568659,Ullamcorper Velit In Industries,"Home, Garden & Living",1406,1407,1578,1412
15135045968,Eu Dui Ltd,"Home, Garden & Living",1272,1268,1851,1413
96554417129,Odio A Industries,"Home, Garden & Living",1349,1350,1723,1424
85148942307,Scelerisque Incorporated,"Home, Garden & Living",1350,1361,1730,1430
81276848014,Malesuada Fames Consulting,"Home, Garden & Living",1295,1310,1840,1432
90571530554,Lacus Ut Ltd,"Home, Garden & Living",1365,1345,1768,1444
52689558435,Eget Nisi Dictum Consulting,"Home, Garden & Living",1333,1338,1809,1447
33607911449,Nulla Semper LLC,"Home, Garden & Living",1535,1528,1426,1451
33344911835,Aliquam Arcu Ltd,"Home, Garden & Living",1381,1369,1747,1458
50138044308,Nullam Feugiat Placerat Industries,"Home, Garden & Living",1408,1408,1732,1477
87853468402,Taciti Sociosqu Ad Limited,"Home, Garden & Living",1414,1410,1771,1497
60573599765,Arcu Limited,"Home, Garden & Living",1271,1281,2048,1498
95279812400,Eu Dui Cum Ltd,"Home, Garden & Living",1650,1647,1372,1524
32530636640,Hendrerit Foundation,"Home, Garden & Living",1390,1398,1904,1536
65925117805,Semper Erat In PC,"Home, Garden & Living",1477,1459,1761,1539
38638753805,Volutpat Ltd,"Home, Garden & Living",1519,1523,1670,1544
64423487782,A LLC,"Home, Garden & Living",1478,1461,1813,1561
75244502629,Egestas Company,"Home, Garden & Living",1443,1443,1871,1564
79248381674,Tellus Non LLC,"Home, Garden & Living",1548,1545,1681,1570
55597122840,Cursus Nunc Mauris Ltd,"Home, Garden & Living",1843,1839,1094,1571
81333423763,Molestie Dapibus Ligula Company,"Home, Garden & Living",1719,1717,1367,1579
44313899037,Sem Pellentesque Industries,"Home, Garden & Living",1586,1575,1649,1582
11895748930,Gravida Inc.,"Home, Garden & Living",1626,1630,1650,1616
77032515735,Congue Turpis Consulting,"Home, Garden & Living",1560,1576,1797,1625
15612785317,Congue Corporation,"Home, Garden & Living",1428,1413,2156,1646
86130660254,Nam Interdum Enim Ltd,"Home, Garden & Living",1664,1660,1687,1651
26062881399,Amet Risus Associates,"Home, Garden & Living",1588,1595,1841,1657
29102388616,Sed Consequat Auctor Associates,"Home, Garden & Living",1531,1530,1995,1669
61481587663,Egestas Rhoncus Proin Inc.,"Home, Garden & Living",1629,1633,1801,1670
68112267199,Vel Convallis Corporation,"Home, Garden & Living",1498,1514,2065,1675
90290879666,Vulputate Dui Nec Company,"Home, Garden & Living",1667,1673,1740,1677
71467727041,Arcu Et Pede Industries,"Home, Garden & Living",1668,1675,1746,1680
23754348523,Vel Faucibus Id Company,"Home, Garden & Living",1894,1890,1311,1685
74024744735,Eu LLP,"Home, Garden & Living",1660,1661,1775,1686
48734393022,Dis Parturient Institute,"Home, Garden & Living",1834,1845,1434,1692
60646270419,Hendrerit Donec Porttitor Inc.,"Home, Garden & Living",2553,2558,15,1695
50600353536,Aenean Eget Incorporated,"Home, Garden & Living",1701,1697,1802,1715
20642885273,Eu Limited,"Home, Garden & Living",1563,1560,2101,1731
20443361465,Semper Dui Foundation,"Home, Garden & Living",1676,1676,1895,1738
41108543298,Et Foundation,"Home, Garden & Living",1670,1665,1915,1739
57824995706,Nulla LLP,"Home, Garden & Living",1687,1687,1894,1743
24848244496,Odio Phasellus Industries,"Home, Garden & Living",1592,1584,2107,1750
49549583265,Luctus Et Incorporated,"Home, Garden & Living",1632,1634,2030,1753
40038882257,Elit Pellentesque Ltd,"Home, Garden & Living",1881,1883,1555,1761
31420388495,Nonummy Associates,"Home, Garden & Living",1790,1787,1751,1763
63549963476,Proin Velit LLP,"Home, Garden & Living",1684,1666,2017,1771
50913027463,Quis Corporation,"Home, Garden & Living",1779,1780,1831,1777
20544804614,Malesuada Malesuada Corporation,"Home, Garden & Living",1745,1742,1906,1779
18709053174,Massa Rutrum Industries,"Home, Garden & Living",1797,1806,1822,1787
76385491690,Sed Dui Fusce Inc.,"Home, Garden & Living",1609,1594,2226,1788
27581734019,Magna Et Institute,"Home, Garden & Living",1800,1794,1837,1791
86305947527,Cursus Integer Corporation,"Home, Garden & Living",1748,1758,1930,1794
67200153151,Tempus Mauris Erat Foundation,"Home, Garden & Living",1742,1738,1984,1800
95834237054,Porttitor Tellus PC,"Home, Garden & Living",1928,1928,1637,1808
62015733331,Arcu Vivamus Ltd,"Home, Garden & Living",1743,1745,2040,1819
34940973001,Sem Molestie Sodales Corporation,"Home, Garden & Living",1832,1836,1861,1820
41485392864,Donec Luctus Corp.,"Home, Garden & Living",1761,1771,2023,1832
10545955006,Lacus Vestibulum Inc.,"Home, Garden & Living",1679,1670,2261,1850
65735508037,Vestibulum Ante Ipsum LLP,"Home, Garden & Living",1798,1801,2015,1855
67692278478,Nullam LLP,"Home, Garden & Living",1814,1816,2018,1862
34516414355,Laoreet Institute,"Home, Garden & Living",1913,1908,1842,1871
75900778714,Laoreet Posuere Foundation,"Home, Garden & Living",1831,1842,1998,1876
87984437233,At Fringilla Associates,"Home, Garden & Living",1770,1782,2122,1879
80104662510,Mus Aenean Eget Limited,"Home, Garden & Living",1726,1720,2272,1891
16058191622,Parturient Incorporated,"Home, Garden & Living",1796,1795,2163,1897
46630037650,Nam Interdum Ltd,"Home, Garden & Living",1740,1739,2300,1903
53655334735,Magna LLC,"Home, Garden & Living",1841,1822,2158,1913
73416415122,Habitant Morbi Ltd,"Home, Garden & Living",1941,1952,1945,1919
84674182559,Molestie Orci LLC,"Home, Garden & Living",2040,2052,1758,1924
58825694998,Mauris Id Ltd,"Home, Garden & Living",1828,1819,2278,1944
13942467372,Amet Massa Corporation,"Home, Garden & Living",1865,1876,2238,1957
62363832078,Euismod Ac Corp.,"Home, Garden & Living",1813,1809,2373,1960
46292420800,Aliquam Consulting,"Home, Garden & Living",1907,1899,2197,1965
47830349274,Enim Corp.,"Home, Garden & Living",2014,2021,1977,1969
70329431753,Ornare Elit Elit Consulting,"Home, Garden & Living",1859,1852,2335,1979
50420515690,Curabitur Limited,"Home, Garden & Living",1731,1736,2588,1985
90459292204,Adipiscing Ligula Limited,"Home, Garden & Living",2141,2136,1808,1995
86885252971,Adipiscing Elit Associates,"Home, Garden & Living",2229,2210,1683,2012
35620324777,Porttitor Inc.,"Home, Garden & Living",2198,2202,1745,2016
70033549200,Mus Proin LLP,"Home, Garden & Living",1852,1846,2457,2021
94833823558,Tempor Augue Industries,"Home, Garden & Living",1953,1949,2267,2028
78187460332,Molestie Sed Limited,"Home, Garden & Living",1956,1950,2286,2032
25714080598,Mi Aliquam Incorporated,"Home, Garden & Living",1924,1925,2384,2040
32842076466,Pellentesque Inc.,"Home, Garden & Living",1936,1937,2460,2062
50467745297,Eleifend Nec Consulting,"Home, Garden & Living",2008,1999,2419,2083
93429143824,Fames Ac Associates,"Home, Garden & Living",2191,2205,2079,2099
35225211178,Placerat Cras Foundation,"Home, Garden & Living",2048,2060,2406,2109
10023283211,Felis Limited,"Home, Garden & Living",2815,2818,885,2112
41489552788,Nonummy Ultricies LLC,"Home, Garden & Living",1962,1958,2602,2113
68028409124,Tellus Nunc Lectus Associates,"Home, Garden & Living",2202,2193,2169,2122
34568005237,Non Bibendum Foundation,"Home, Garden & Living",2179,2183,2225,2132
33846458525,Quisque Industries,"Home, Garden & Living",2060,2066,2473,2137
70268417986,Risus Donec Institute,"Home, Garden & Living",2097,2091,2432,2144
39218053314,Quam Company,"Home, Garden & Living",1870,1863,2891,2147
71865847877,Ut Nec Urna LLP,"Home, Garden & Living",1997,1987,2672,2156
61060163427,Aliquam Nec Enim PC,"Home, Garden & Living",2064,2057,2537,2158
18904790666,Nunc Risus Corporation,"Home, Garden & Living",2298,2295,2070,2159
59140301134,Risus Donec Egestas Corporation,"Home, Garden & Living",2149,2137,2386,2162
15971734188,Magna Nec Quam LLP,"Home, Garden & Living",2080,2083,2561,2177
50050487900,Nec Urna Corporation,"Home, Garden & Living",2004,2010,2729,2190
80089686333,Tincidunt Nibh LLP,"Home, Garden & Living",2241,2231,2303,2196
93292821052,Purus Sapien Gravida Associates,"Home, Garden & Living",2402,2398,1988,2204
78893833111,Mollis Non Corporation,"Home, Garden & Living",2302,2301,2187,2205
87622758183,Imperdiet Dictum Magna Limited,"Home, Garden & Living",2028,2018,2774,2213
94269319521,Donec Nibh PC,"Home, Garden & Living",3398,3397,31,2216
51430012025,Aliquet Nec Inc.,"Home, Garden & Living",2125,2120,2609,2228
61376261291,Fusce Diam Limited,"Home, Garden & Living",2042,2045,2784,2234
26413484487,Fusce PC,"Home, Garden & Living",2369,2356,2166,2239
58869593769,Magna Duis Dignissim Corp.,"Home, Garden & Living",3431,3430,32,2240
59190126409,Malesuada PC,"Home, Garden & Living",2165,2140,2593,2244
27274388856,Lectus Corporation,"Home, Garden & Living",2139,2143,2625,2248
17610103622,Per Conubia Corporation,"Home, Garden & Living",3448,3449,33,2258
72296826112,Vel Lectus Corporation,"Home, Garden & Living",1988,1985,2971,2265
72164128552,Ipsum Dolor Sit Ltd,"Home, Garden & Living",3457,3460,34,2268
42309113034,Nisi Incorporated,"Home, Garden & Living",2461,2462,2033,2271
66818634899,In Scelerisque Inc.,"Home, Garden & Living",2003,2013,2946,2275
92908611937,Euismod Et Commodo Industries,"Home, Garden & Living",2269,2251,2463,2282
70529552669,Penatibus Et Limited,"Home, Garden & Living",2163,2155,2681,2292
14443753481,Purus Ac Incorporated,"Home, Garden & Living",2156,2156,2695,2298
42672975886,Placerat Augue Incorporated,"Home, Garden & Living",2073,2054,2892,2303
11633090957,Cum Sociis Incorporated,"Home, Garden & Living",2410,2400,2251,2314
32258116290,Id Foundation,"Home, Garden & Living",2523,2518,2034,2317
53402274399,Lorem Ltd,"Home, Garden & Living",2519,2516,2043,2319
77013874702,Pretium Neque Inc.,"Home, Garden & Living",2142,2130,2807,2321
63360290524,Nunc Mauris LLC,"Home, Garden & Living",2079,2067,2965,2326
35480690241,Felis Purus PC,"Home, Garden & Living",2367,2364,2383,2328
68631449246,Sem Incorporated,"Home, Garden & Living",2161,2163,2800,2331
76586641794,Augue Porttitor Industries,"Home, Garden & Living",2128,2132,2872,2334
81227400064,Et Corporation,"Home, Garden & Living",2116,2108,2911,2335
25035618251,Cursus Diam Associates,"Home, Garden & Living",2211,2215,2725,2341
15965199256,Proin Nisl Sem Corp.,"Home, Garden & Living",2565,2573,2020,2344
46331355995,Duis Risus Corporation,"Home, Garden & Living",2155,2146,2879,2355
78822658788,Mi Aliquam Ltd,"Home, Garden & Living",2548,2549,2106,2360
52310302169,Natoque Inc.,"Home, Garden & Living",2183,2190,2847,2365
98659140422,Eget Lacus Ltd,"Home, Garden & Living",2081,2085,3059,2367
99378147610,A Neque Nullam PC,"Home, Garden & Living",2145,2147,2951,2373
82143547560,Aenean Ltd,"Home, Garden & Living",2076,2062,3154,2389
59614227972,Vitae Orci Phasellus LLP,"Home, Garden & Living",2478,2476,2418,2425
80525145658,Mi Ac PC,"Home, Garden & Living",2514,2514,2352,2430
85813310401,Aliquet Nec Foundation,"Home, Garden & Living",2459,2453,2490,2436
93024682653,Pellentesque Industries,"Home, Garden & Living",2503,2519,2389,2441
71253802438,Quam PC,"Home, Garden & Living",2522,2530,2363,2444
61958699237,Lorem Ipsum Industries,"Home, Garden & Living",2487,2482,2467,2452
25628686447,Magna Lorem Institute,"Home, Garden & Living",2258,2264,2925,2455
90568944804,Diam Eu Dolor LLC,"Home, Garden & Living",2366,2384,2700,2457
64821359458,Luctus Curabitur Ltd,"Home, Garden & Living",3711,3711,41,2461
57083783235,Dignissim Magna A LLC,"Home, Garden & Living",2286,2292,2885,2463
29074473351,Nunc Nulla Corporation,"Home, Garden & Living",2621,2630,2245,2475
82636765812,Porttitor Eros Nec Consulting,"Home, Garden & Living",2787,2789,1955,2488
79469416437,Vel Quam Industries,"Home, Garden & Living",2453,2447,2655,2501
35990744747,Massa Lobortis Incorporated,"Home, Garden & Living",2484,2492,2595,2506
38603393734,Amet Inc.,"Home, Garden & Living",2518,2520,2543,2509
41445137000,Praesent Eu Corp.,"Home, Garden & Living",3778,3777,48,2518
23078969912,Augue Id Ante Consulting,"Home, Garden & Living",3786,3786,49,2528
63470567616,Risus Nunc Ac Corporation,"Home, Garden & Living",2715,2717,2190,2529
