merchant_abn,merchant_name,segment,Takings Rank,Loss Potential Ranking,Growth Potential Ranking,Final Ranking
76646764782,Tempor Diam Inc.,"Home, Garden & Living",289,288,377,245
21094505909,Venenatis Corp.,"Home, Garden & Living",221,221,556,261
25938405651,Elementum Dui Quis Ltd,"Home, Garden & Living",282,285,449,269
22718657980,Ultricies Ornare Associates,"Home, Garden & Living",246,247,531,272
24471518053,Enim Suspendisse Aliquet LLP,"Home, Garden & Living",268,270,536,288
43127814599,Nam Ligula Elit Foundation,"Home, Garden & Living",380,380,316,290
54550134954,Tempor Diam Dictum Company,"Home, Garden & Living",413,414,274,297
82298341051,Eros Institute,"Home, Garden & Living",365,364,378,300
53126107676,Sed Neque Corporation,"Home, Garden & Living",276,277,567,307
16256895427,Tempus Non Foundation,"Home, Garden & Living",254,257,630,314
44403753948,Urna LLC,"Home, Garden & Living",327,328,494,316
91923722701,Euismod Urna Institute,"Home, Garden & Living",345,343,551,350
17324645993,Eget Metus In Corporation,"Home, Garden & Living",378,377,500,358
88393306198,Mauris LLC,"Home, Garden & Living",497,497,286,369
70009327857,Torquent Per Inc.,"Home, Garden & Living",454,451,388,374
86871438193,Nunc Interdum Inc.,"Home, Garden & Living",401,400,501,375
86182863634,Luctus Vulputate Nisi Institute,"Home, Garden & Living",317,316,674,378
48997695741,Lorem Tristique Institute,"Home, Garden & Living",386,386,542,381
45759576746,Auctor Velit PC,"Home, Garden & Living",483,485,372,387
36066395091,Tristique LLC,"Home, Garden & Living",312,310,718,388
25370771356,Eu Tempor LLP,"Home, Garden & Living",330,332,745,406
71178069190,Auctor Velit Eget LLC,"Home, Garden & Living",407,408,606,413
99022808555,Turpis In LLC,"Home, Garden & Living",403,404,616,414
88402174457,Duis Dignissim LLC,"Home, Garden & Living",331,330,856,440
55069630872,A Nunc Corp.,"Home, Garden & Living",508,508,509,446
58392414752,Mattis Ornare Lectus Inc.,"Home, Garden & Living",655,655,225,451
62191208634,Cursus Non Egestas Foundation,"Home, Garden & Living",648,648,241,453
14639489823,Auctor Mauris Incorporated,"Home, Garden & Living",352,354,836,454
20520680348,Blandit Mattis Company,"Home, Garden & Living",354,353,848,460
10959028715,Ante Maecenas Ltd,"Home, Garden & Living",511,510,540,463
20985347699,Semper Tellus PC,"Home, Garden & Living",363,362,837,464
77690613296,Cursus Et Eros Corp.,"Home, Garden & Living",421,422,728,470
43356103768,Odio Limited,"Home, Garden & Living",314,313,959,475
98861937890,Metus Institute,"Home, Garden & Living",459,460,701,486
71518311042,Aliquam Adipiscing Company,"Home, Garden & Living",530,530,588,500
16119907679,Proin Non Inc.,"Home, Garden & Living",694,697,285,506
60462729568,Mattis Limited,"Home, Garden & Living",445,449,807,512
44780100984,Quam Quis Consulting,"Home, Garden & Living",456,456,795,514
47874674591,Ligula Tortor Dictum Associates,"Home, Garden & Living",405,405,910,517
73972053940,Quis Tristique Ac Associates,"Home, Garden & Living",545,546,661,525
28049322288,Donec Elementum Foundation,"Home, Garden & Living",558,557,679,544
17107204463,Ultricies Ornare Elit Limited,"Home, Garden & Living",681,681,437,546
46533246372,Ut Quam Inc.,"Home, Garden & Living",446,444,920,549
60121698774,Nec Tempus Inc.,"Home, Garden & Living",532,533,747,550
99275601275,Proin Velit Sed Foundation,"Home, Garden & Living",710,710,424,556
70610974780,Elit Aliquam PC,"Home, Garden & Living",455,455,962,566
32451620193,Malesuada Augue PC,"Home, Garden & Living",486,488,937,578
73619221575,Mollis Duis Consulting,"Home, Garden & Living",682,682,552,580
15903176024,Adipiscing Elit PC,"Home, Garden & Living",705,705,512,583
88816810320,Libero Company,"Home, Garden & Living",586,587,750,584
79827781481,Amet Risus Inc.,"Home, Garden & Living",576,580,778,587
51959118092,Elementum Lorem Industries,"Home, Garden & Living",441,445,1057,589
37662781564,Vitae Velit Egestas Incorporated,"Home, Garden & Living",659,659,627,592
35016722348,Lacus PC,"Home, Garden & Living",490,492,991,607
23692710924,Integer Urna Corporation,"Home, Garden & Living",516,517,947,610
43711175854,Amet Consectetuer Consulting,"Home, Garden & Living",491,491,1019,618
81369312244,Mauris Morbi Non Ltd,"Home, Garden & Living",771,771,495,630
32825608803,Dapibus Quam Quis Associates,"Home, Garden & Living",891,889,265,632
89640578182,Magnis Foundation,"Home, Garden & Living",615,615,860,648
61412665910,Tempor Inc.,"Home, Garden & Living",885,888,326,650
74369182597,Ridiculus Mus Donec LLP,"Home, Garden & Living",593,594,915,652
84057522285,Egestas Ligula Industries,"Home, Garden & Living",510,511,1112,663
78327477486,Auctor Inc.,"Home, Garden & Living",980,980,207,676
25235376304,Pellentesque Tellus Associates,"Home, Garden & Living",753,754,680,682
92636306985,Ornare Incorporated,"Home, Garden & Living",573,573,1045,684
45895438985,Luctus Ipsum PC,"Home, Garden & Living",720,722,762,690
17934773261,Fringilla LLP,"Home, Garden & Living",687,686,833,691
51515623602,Eget Laoreet Associates,"Home, Garden & Living",665,665,876,692
97264771172,Lobortis Foundation,"Home, Garden & Living",608,608,992,696
72539760068,Nunc Risus Varius Ltd,"Home, Garden & Living",600,600,1024,700
92598420603,Non Lobortis Quis LLP,"Home, Garden & Living",763,764,739,715
28556213345,Eu Augue Ltd,"Home, Garden & Living",669,669,958,725
86174823628,Eget Ipsum Suspendisse Industries,"Home, Garden & Living",832,832,649,730
81246943924,Sit Amet Diam Institute,"Home, Garden & Living",604,603,1180,755
51659779274,Luctus Lobortis Industries,"Home, Garden & Living",892,893,634,773
25078409316,Vel LLP,"Home, Garden & Living",663,662,1118,779
33651513345,Amet Lorem Ltd,"Home, Garden & Living",662,663,1127,783
90348927972,Sed Auctor Industries,"Home, Garden & Living",673,671,1110,785
54923508125,Ullamcorper Duis Corporation,"Home, Garden & Living",671,674,1153,805
92284330384,Id Risus Quis Consulting,"Home, Garden & Living",676,677,1146,806
29216160692,Class Aptent LLC,"Home, Garden & Living",731,733,1041,812
61634218640,Nam Interdum Enim Corporation,"Home, Garden & Living",903,902,726,820
71787414647,Aliquam Arcu Industries,"Home, Garden & Living",711,713,1133,826
77149983383,Egestas Aliquam Nec Ltd,"Home, Garden & Living",716,714,1128,827
19933438190,Dui Nec Corporation,"Home, Garden & Living",887,885,801,829
71961434094,Amet Diam Corporation,"Home, Garden & Living",790,790,1014,840
42752230305,Ut Molestie Foundation,"Home, Garden & Living",785,781,1037,845
14492521225,Praesent Eu Associates,"Home, Garden & Living",881,881,883,871
55294337974,Tristique Senectus Et Ltd,"Home, Garden & Living",972,972,706,875
46116141083,Nisi LLP,"Home, Garden & Living",824,825,1028,883
29023134283,Mollis Lectus Industries,"Home, Garden & Living",828,829,1031,885
26063968667,Dictum Eu Institute,"Home, Garden & Living",814,811,1100,890
49925232405,Aliquam Tincidunt Nunc PC,"Home, Garden & Living",969,969,802,893
35664226523,Erat Eget PC,"Home, Garden & Living",769,768,1217,895
44631836704,Auctor Incorporated,"Home, Garden & Living",847,846,1082,903
70038202360,Varius Orci Institute,"Home, Garden & Living",830,831,1122,906
78522984877,Viverra Maecenas Iaculis Associates,"Home, Garden & Living",813,815,1162,908
90672655190,Nullam Vitae Foundation,"Home, Garden & Living",889,890,1012,909
71355732473,Dictum Mi Incorporated,"Home, Garden & Living",949,949,905,911
33495932835,Vel Arcu Foundation,"Home, Garden & Living",901,904,1002,913
78213188724,Sem Industries,"Home, Garden & Living",782,785,1253,915
85276983280,Lacus Varius Corp.,"Home, Garden & Living",882,882,1065,918
65426342453,Nisl Nulla Eu LLC,"Home, Garden & Living",907,907,1026,921
34398628767,Ut Pharetra Sed Inc.,"Home, Garden & Living",921,921,1063,934
19618998054,Morbi Accumsan Industries,"Home, Garden & Living",1139,1140,657,946
48390524826,Nec Ante Associates,"Home, Garden & Living",850,850,1250,951
65189626072,Sollicitudin Orci Incorporated,"Home, Garden & Living",908,910,1174,963
93498928547,Natoque Penatibus Ltd,"Home, Garden & Living",811,812,1392,973
80682333501,Orci Corp.,"Home, Garden & Living",890,892,1259,984
26556866679,Vel Est Tempor Associates,"Home, Garden & Living",951,951,1156,988
77090965820,A Arcu Industries,"Home, Garden & Living",984,983,1092,989
79283124876,Pellentesque Massa Associates,"Home, Garden & Living",884,884,1301,992
80982848464,Tempor Augue Limited,"Home, Garden & Living",1233,1233,604,993
36555094223,Nunc Quis LLC,"Home, Garden & Living",911,912,1285,1004
74780446526,Ad Litora Institute,"Home, Garden & Living",958,958,1226,1012
51808433866,Arcu Vel Institute,"Home, Garden & Living",1017,1018,1134,1023
35809331583,Euismod In LLC,"Home, Garden & Living",874,874,1427,1024
83323591742,Eget Dictum Limited,"Home, Garden & Living",924,926,1360,1033
79928754880,Habitant Morbi Company,"Home, Garden & Living",1008,1008,1232,1041
45480771376,Facilisis Eget Limited,"Home, Garden & Living",983,982,1302,1045
73731446835,Dictum Eu Incorporated,"Home, Garden & Living",1064,1068,1147,1048
48086705406,Nullam Lobortis Corporation,"Home, Garden & Living",998,998,1289,1050
75646866762,Facilisis Limited,"Home, Garden & Living",999,999,1297,1052
67288548470,Ligula Elit LLC,"Home, Garden & Living",1033,1034,1262,1060
79479365013,Facilisis Non Inc.,"Home, Garden & Living",1010,1010,1363,1075
67165527084,Lacinia Vitae Sodales Inc.,"Home, Garden & Living",1119,1117,1191,1082
26510188921,Et Nunc Institute,"Home, Garden & Living",1107,1105,1275,1092
36800720158,A Felis Ullamcorper Corporation,"Home, Garden & Living",1016,1016,1458,1095
40507108040,Lacinia At Institute,"Home, Garden & Living",1035,1036,1440,1100
68645891034,Fusce Industries,"Home, Garden & Living",986,986,1550,1105
91633005350,Vel LLC,"Home, Garden & Living",992,994,1593,1129
71094934182,Nonummy Ipsum Non LLC,"Home, Garden & Living",1298,1299,999,1135
65337745105,Nunc LLP,"Home, Garden & Living",1210,1209,1178,1137
26267439458,Aliquam Fringilla Foundation,"Home, Garden & Living",1110,1114,1386,1143
36688095621,Aliquam Nisl Nulla Corporation,"Home, Garden & Living",1116,1119,1378,1144
13447011295,Magna Nec Institute,"Home, Garden & Living",1136,1135,1373,1153
76819856970,Egestas Blandit Ltd,"Home, Garden & Living",1234,1234,1185,1155
72611840049,Lobortis Tellus Limited,"Home, Garden & Living",1091,1091,1474,1156
10714068705,Sollicitudin Commodo Ipsum Industries,"Home, Garden & Living",1240,1240,1230,1177
73546158413,Nec Ante Corp.,"Home, Garden & Living",1432,1434,853,1183
56429066925,Porta LLP,"Home, Garden & Living",1123,1123,1540,1199
44210076869,Volutpat Nulla Facilisis LLP,"Home, Garden & Living",1258,1258,1273,1200
66626020312,In Magna Incorporated,"Home, Garden & Living",1336,1335,1139,1207
17186910612,Semper Tellus LLP,"Home, Garden & Living",1220,1222,1379,1214
23540388582,Sociis Natoque Company,"Home, Garden & Living",1061,1061,1708,1221
82027679475,Dolor Associates,"Home, Garden & Living",1127,1126,1582,1222
88215945141,Semper Nam Tempor LLC,"Home, Garden & Living",1124,1125,1599,1227
96491286698,Commodo Auctor Velit Foundation,"Home, Garden & Living",1211,1213,1472,1239
43006743995,Vestibulum Mauris Magna Institute,"Home, Garden & Living",1243,1244,1414,1242
74916784885,Cursus Purus Associates,"Home, Garden & Living",1181,1177,1549,1247
48302663667,Eget Tincidunt LLP,"Home, Garden & Living",1269,1271,1383,1251
38672941140,Consequat Nec Mollis Institute,"Home, Garden & Living",1207,1204,1519,1254
89518629617,Vulputate Velit Eu Limited,"Home, Garden & Living",1369,1369,1196,1255
84048044848,Molestie Arcu Sed Corporation,"Home, Garden & Living",1109,1116,1712,1257
67874735704,Ultricies Adipiscing Enim Industries,"Home, Garden & Living",1433,1432,1083,1259
22474703869,Consectetuer Inc.,"Home, Garden & Living",1459,1460,1044,1264
65022194603,Ultricies Ltd,"Home, Garden & Living",1135,1136,1693,1265
61991570212,A Ltd,"Home, Garden & Living",1231,1232,1553,1291
15115332331,In Consectetuer Ltd,"Home, Garden & Living",1378,1374,1305,1303
55562579755,Enim Curabitur Massa Foundation,"Home, Garden & Living",1184,1186,1704,1308
33032934489,Adipiscing Elit Etiam Incorporated,"Home, Garden & Living",1393,1392,1315,1317
42368556376,At Iaculis Corp.,"Home, Garden & Living",1436,1436,1261,1329
18883136194,Velit Pellentesque Ultricies Foundation,"Home, Garden & Living",1246,1246,1695,1354
44659323510,Aliquam Ornare Institute,"Home, Garden & Living",1250,1250,1688,1355
32709729094,Odio Auctor Corp.,"Home, Garden & Living",1270,1274,1697,1368
53003062892,At Pretium PC,"Home, Garden & Living",1387,1389,1514,1374
80953929257,Nunc Risus Consulting,"Home, Garden & Living",1511,1512,1290,1378
11563852275,Proin Vel Incorporated,"Home, Garden & Living",1467,1466,1390,1380
20740910820,Ultrices Posuere Cubilia Incorporated,"Home, Garden & Living",1601,1602,1124,1381
22578135006,A Aliquet Ltd,"Home, Garden & Living",1356,1356,1628,1386
72366568659,Ullamcorper Velit In Industries,"Home, Garden & Living",1406,1406,1578,1408
15135045968,Eu Dui Ltd,"Home, Garden & Living",1272,1273,1851,1414
96554417129,Odio A Industries,"Home, Garden & Living",1349,1349,1723,1422
85148942307,Scelerisque Incorporated,"Home, Garden & Living",1350,1348,1730,1425
81276848014,Malesuada Fames Consulting,"Home, Garden & Living",1295,1294,1840,1430
52689558435,Eget Nisi Dictum Consulting,"Home, Garden & Living",1333,1333,1809,1442
33607911449,Nulla Semper LLC,"Home, Garden & Living",1535,1534,1426,1457
90571530554,Lacus Ut Ltd,"Home, Garden & Living",1365,1372,1768,1461
33344911835,Aliquam Arcu Ltd,"Home, Garden & Living",1381,1382,1747,1464
50138044308,Nullam Feugiat Placerat Industries,"Home, Garden & Living",1408,1409,1732,1479
60573599765,Arcu Limited,"Home, Garden & Living",1271,1266,2048,1492
87853468402,Taciti Sociosqu Ad Limited,"Home, Garden & Living",1414,1414,1771,1497
95279812400,Eu Dui Cum Ltd,"Home, Garden & Living",1650,1650,1372,1526
32530636640,Hendrerit Foundation,"Home, Garden & Living",1390,1388,1904,1534
38638753805,Volutpat Ltd,"Home, Garden & Living",1519,1517,1670,1542
65925117805,Semper Erat In PC,"Home, Garden & Living",1477,1479,1761,1545
75244502629,Egestas Company,"Home, Garden & Living",1443,1442,1871,1561
64423487782,A LLC,"Home, Garden & Living",1478,1482,1813,1569
55597122840,Cursus Nunc Mauris Ltd,"Home, Garden & Living",1843,1841,1094,1572
79248381674,Tellus Non LLC,"Home, Garden & Living",1548,1549,1681,1573
81333423763,Molestie Dapibus Ligula Company,"Home, Garden & Living",1719,1719,1367,1581
44313899037,Sem Pellentesque Industries,"Home, Garden & Living",1586,1590,1649,1584
11895748930,Gravida Inc.,"Home, Garden & Living",1626,1626,1650,1615
77032515735,Congue Turpis Consulting,"Home, Garden & Living",1560,1558,1797,1619
86130660254,Nam Interdum Enim Ltd,"Home, Garden & Living",1664,1664,1687,1653
26062881399,Amet Risus Associates,"Home, Garden & Living",1588,1586,1841,1654
15612785317,Congue Corporation,"Home, Garden & Living",1428,1431,2156,1655
29102388616,Sed Consequat Auctor Associates,"Home, Garden & Living",1531,1531,1995,1667
61481587663,Egestas Rhoncus Proin Inc.,"Home, Garden & Living",1629,1629,1801,1669
68112267199,Vel Convallis Corporation,"Home, Garden & Living",1498,1496,2065,1670
90290879666,Vulputate Dui Nec Company,"Home, Garden & Living",1667,1668,1740,1677
71467727041,Arcu Et Pede Industries,"Home, Garden & Living",1668,1667,1746,1680
74024744735,Eu LLP,"Home, Garden & Living",1660,1660,1775,1683
23754348523,Vel Faucibus Id Company,"Home, Garden & Living",1894,1895,1311,1686
48734393022,Dis Parturient Institute,"Home, Garden & Living",1834,1833,1434,1688
60646270419,Hendrerit Donec Porttitor Inc.,"Home, Garden & Living",2553,2553,15,1693
50600353536,Aenean Eget Incorporated,"Home, Garden & Living",1701,1701,1802,1717
20642885273,Eu Limited,"Home, Garden & Living",1563,1566,2101,1734
20443361465,Semper Dui Foundation,"Home, Garden & Living",1676,1676,1895,1739
41108543298,Et Foundation,"Home, Garden & Living",1670,1671,1915,1741
57824995706,Nulla LLP,"Home, Garden & Living",1687,1687,1894,1742
49549583265,Luctus Et Incorporated,"Home, Garden & Living",1632,1630,2030,1751
24848244496,Odio Phasellus Industries,"Home, Garden & Living",1592,1593,2107,1752
40038882257,Elit Pellentesque Ltd,"Home, Garden & Living",1881,1881,1555,1761
31420388495,Nonummy Associates,"Home, Garden & Living",1790,1790,1751,1763
63549963476,Proin Velit LLP,"Home, Garden & Living",1684,1686,2017,1775
50913027463,Quis Corporation,"Home, Garden & Living",1779,1779,1831,1776
20544804614,Malesuada Malesuada Corporation,"Home, Garden & Living",1745,1745,1906,1778
18709053174,Massa Rutrum Industries,"Home, Garden & Living",1797,1796,1822,1782
86305947527,Cursus Integer Corporation,"Home, Garden & Living",1748,1747,1930,1788
27581734019,Magna Et Institute,"Home, Garden & Living",1800,1800,1837,1793
76385491690,Sed Dui Fusce Inc.,"Home, Garden & Living",1609,1614,2226,1797
67200153151,Tempus Mauris Erat Foundation,"Home, Garden & Living",1742,1743,1984,1803
95834237054,Porttitor Tellus PC,"Home, Garden & Living",1928,1927,1637,1808
34940973001,Sem Molestie Sodales Corporation,"Home, Garden & Living",1832,1832,1861,1819
62015733331,Arcu Vivamus Ltd,"Home, Garden & Living",1743,1742,2040,1820
41485392864,Donec Luctus Corp.,"Home, Garden & Living",1761,1760,2023,1829
65735508037,Vestibulum Ante Ipsum LLP,"Home, Garden & Living",1798,1798,2015,1850
10545955006,Lacus Vestibulum Inc.,"Home, Garden & Living",1679,1680,2261,1856
67692278478,Nullam LLP,"Home, Garden & Living",1814,1814,2018,1863
75900778714,Laoreet Posuere Foundation,"Home, Garden & Living",1831,1830,1998,1867
87984437233,At Fringilla Associates,"Home, Garden & Living",1770,1769,2122,1869
34516414355,Laoreet Institute,"Home, Garden & Living",1913,1912,1842,1874
80104662510,Mus Aenean Eget Limited,"Home, Garden & Living",1726,1725,2272,1892
16058191622,Parturient Incorporated,"Home, Garden & Living",1796,1797,2163,1897
46630037650,Nam Interdum Ltd,"Home, Garden & Living",1740,1739,2300,1903
73416415122,Habitant Morbi Ltd,"Home, Garden & Living",1941,1938,1945,1916
84674182559,Molestie Orci LLC,"Home, Garden & Living",2040,2036,1758,1920
53655334735,Magna LLC,"Home, Garden & Living",1841,1843,2158,1921
58825694998,Mauris Id Ltd,"Home, Garden & Living",1828,1829,2278,1947
13942467372,Amet Massa Corporation,"Home, Garden & Living",1865,1864,2238,1956
62363832078,Euismod Ac Corp.,"Home, Garden & Living",1813,1813,2373,1962
47830349274,Enim Corp.,"Home, Garden & Living",2014,2014,1977,1965
46292420800,Aliquam Consulting,"Home, Garden & Living",1907,1909,2197,1968
50420515690,Curabitur Limited,"Home, Garden & Living",1731,1731,2588,1984
70329431753,Ornare Elit Elit Consulting,"Home, Garden & Living",1859,1861,2335,1986
90459292204,Adipiscing Ligula Limited,"Home, Garden & Living",2141,2142,1808,1999
35620324777,Porttitor Inc.,"Home, Garden & Living",2198,2198,1745,2015
86885252971,Adipiscing Elit Associates,"Home, Garden & Living",2229,2231,1683,2017
70033549200,Mus Proin LLP,"Home, Garden & Living",1852,1852,2457,2025
94833823558,Tempor Augue Industries,"Home, Garden & Living",1953,1953,2267,2030
78187460332,Molestie Sed Limited,"Home, Garden & Living",1956,1956,2286,2035
25714080598,Mi Aliquam Incorporated,"Home, Garden & Living",1924,1926,2384,2040
32842076466,Pellentesque Inc.,"Home, Garden & Living",1936,1935,2460,2060
50467745297,Eleifend Nec Consulting,"Home, Garden & Living",2008,2009,2419,2089
93429143824,Fames Ac Associates,"Home, Garden & Living",2191,2190,2079,2094
35225211178,Placerat Cras Foundation,"Home, Garden & Living",2048,2046,2406,2107
10023283211,Felis Limited,"Home, Garden & Living",2815,2814,885,2113
41489552788,Nonummy Ultricies LLC,"Home, Garden & Living",1962,1963,2602,2115
68028409124,Tellus Nunc Lectus Associates,"Home, Garden & Living",2202,2203,2169,2127
34568005237,Non Bibendum Foundation,"Home, Garden & Living",2179,2179,2225,2132
33846458525,Quisque Industries,"Home, Garden & Living",2060,2061,2473,2137
70268417986,Risus Donec Institute,"Home, Garden & Living",2097,2098,2432,2146
39218053314,Quam Company,"Home, Garden & Living",1870,1872,2891,2150
71865847877,Ut Nec Urna LLP,"Home, Garden & Living",1997,1997,2672,2159
61060163427,Aliquam Nec Enim PC,"Home, Garden & Living",2064,2066,2537,2160
18904790666,Nunc Risus Corporation,"Home, Garden & Living",2298,2301,2070,2161
59140301134,Risus Donec Egestas Corporation,"Home, Garden & Living",2149,2152,2386,2168
15971734188,Magna Nec Quam LLP,"Home, Garden & Living",2080,2077,2561,2178
50050487900,Nec Urna Corporation,"Home, Garden & Living",2004,2004,2729,2187
80089686333,Tincidunt Nibh LLP,"Home, Garden & Living",2241,2243,2303,2203
78893833111,Mollis Non Corporation,"Home, Garden & Living",2302,2302,2187,2205
93292821052,Purus Sapien Gravida Associates,"Home, Garden & Living",2402,2403,1988,2206
94269319521,Donec Nibh PC,"Home, Garden & Living",3398,3398,31,2214
87622758183,Imperdiet Dictum Magna Limited,"Home, Garden & Living",2028,2029,2774,2217
51430012025,Aliquet Nec Inc.,"Home, Garden & Living",2125,2125,2609,2228
61376261291,Fusce Diam Limited,"Home, Garden & Living",2042,2041,2784,2232
58869593769,Magna Duis Dignissim Corp.,"Home, Garden & Living",3431,3431,32,2242
27274388856,Lectus Corporation,"Home, Garden & Living",2139,2139,2625,2245
26413484487,Fusce PC,"Home, Garden & Living",2369,2372,2166,2246
59190126409,Malesuada PC,"Home, Garden & Living",2165,2167,2593,2255
17610103622,Per Conubia Corporation,"Home, Garden & Living",3448,3446,33,2256
72164128552,Ipsum Dolor Sit Ltd,"Home, Garden & Living",3457,3455,34,2264
72296826112,Vel Lectus Corporation,"Home, Garden & Living",1988,1988,2971,2265
66818634899,In Scelerisque Inc.,"Home, Garden & Living",2003,2001,2946,2266
42309113034,Nisi Incorporated,"Home, Garden & Living",2461,2461,2033,2269
92908611937,Euismod Et Commodo Industries,"Home, Garden & Living",2269,2271,2463,2295
70529552669,Penatibus Et Limited,"Home, Garden & Living",2163,2163,2681,2298
14443753481,Purus Ac Incorporated,"Home, Garden & Living",2156,2157,2695,2299
42672975886,Placerat Augue Incorporated,"Home, Garden & Living",2073,2082,2892,2310
11633090957,Cum Sociis Incorporated,"Home, Garden & Living",2410,2411,2251,2316
32258116290,Id Foundation,"Home, Garden & Living",2523,2524,2034,2319
53402274399,Lorem Ltd,"Home, Garden & Living",2519,2519,2043,2320
77013874702,Pretium Neque Inc.,"Home, Garden & Living",2142,2146,2807,2326
35480690241,Felis Purus PC,"Home, Garden & Living",2367,2366,2383,2329
68631449246,Sem Incorporated,"Home, Garden & Living",2161,2161,2800,2331
63360290524,Nunc Mauris LLC,"Home, Garden & Living",2079,2081,2965,2334
76586641794,Augue Porttitor Industries,"Home, Garden & Living",2128,2127,2872,2336
81227400064,Et Corporation,"Home, Garden & Living",2116,2117,2911,2339
15965199256,Proin Nisl Sem Corp.,"Home, Garden & Living",2565,2562,2020,2340
25035618251,Cursus Diam Associates,"Home, Garden & Living",2211,2211,2725,2342
46331355995,Duis Risus Corporation,"Home, Garden & Living",2155,2158,2879,2358
78822658788,Mi Aliquam Ltd,"Home, Garden & Living",2548,2547,2106,2359
52310302169,Natoque Inc.,"Home, Garden & Living",2183,2180,2847,2361
98659140422,Eget Lacus Ltd,"Home, Garden & Living",2081,2078,3059,2365
99378147610,A Neque Nullam PC,"Home, Garden & Living",2145,2145,2951,2373
82143547560,Aenean Ltd,"Home, Garden & Living",2076,2080,3154,2391
59614227972,Vitae Orci Phasellus LLP,"Home, Garden & Living",2478,2477,2418,2427
80525145658,Mi Ac PC,"Home, Garden & Living",2514,2512,2352,2430
93024682653,Pellentesque Industries,"Home, Garden & Living",2503,2502,2389,2436
71253802438,Quam PC,"Home, Garden & Living",2522,2520,2363,2441
85813310401,Aliquet Nec Foundation,"Home, Garden & Living",2459,2460,2490,2444
90568944804,Diam Eu Dolor LLC,"Home, Garden & Living",2366,2364,2700,2452
25628686447,Magna Lorem Institute,"Home, Garden & Living",2258,2258,2925,2455
61958699237,Lorem Ipsum Industries,"Home, Garden & Living",2487,2488,2467,2456
57083783235,Dignissim Magna A LLC,"Home, Garden & Living",2286,2283,2885,2459
64821359458,Luctus Curabitur Ltd,"Home, Garden & Living",3711,3711,41,2462
29074473351,Nunc Nulla Corporation,"Home, Garden & Living",2621,2616,2245,2471
82636765812,Porttitor Eros Nec Consulting,"Home, Garden & Living",2787,2787,1955,2488
35990744747,Massa Lobortis Incorporated,"Home, Garden & Living",2484,2480,2595,2500
79469416437,Vel Quam Industries,"Home, Garden & Living",2453,2456,2655,2502
38603393734,Amet Inc.,"Home, Garden & Living",2518,2516,2543,2506
41445137000,Praesent Eu Corp.,"Home, Garden & Living",3778,3778,48,2520
63470567616,Risus Nunc Ac Corporation,"Home, Garden & Living",2715,2714,2190,2526
23078969912,Augue Id Ante Consulting,"Home, Garden & Living",3786,3786,49,2527
