merchant_abn,merchant_name,segment,Takings Rank,Loss Potential Ranking,Growth Potential Ranking,Final Ranking
44771894352,Ante Vivamus Inc.,Technology & Professional Services,1542,1534,1570,1516
59417171491,Ac Mi Eleifend Limited,Technology & Professional Services,1569,1570,1521,1519
70814127470,Id Ante Nunc Ltd,Technology & Professional Services,1939,1941,790,1525
97089682451,Mus Aenean Eget LLC,Technology & Professional Services,1332,1337,2006,1527
98028977660,Aliquet Vel PC,Technology & Professional Services,1473,1482,1729,1533
64941032224,Tincidunt Aliquam Industries,Technology & Professional Services,1404,1411,1876,1535
90625095939,Eu Eleifend LLC,Technology & Professional Services,1411,1418,1866,1537
22926973508,Ipsum Non Industries,Technology & Professional Services,1537,1522,1662,1545
84923186920,Penatibus Et LLC,Technology & Professional Services,1482,1488,1760,1549
53546629749,Integer Industries,Technology & Professional Services,1751,1761,1221,1550
17228439250,Erat Foundation,Technology & Professional Services,2365,2365,11,1552
49069349536,Sapien Nunc Inc.,Technology & Professional Services,1568,1582,1591,1553
65027706740,Sed Orci Lobortis Company,Technology & Professional Services,1777,1774,1194,1556
35286003506,Velit Foundation,Technology & Professional Services,1652,1652,1447,1560
26080015717,Auctor Odio Incorporated,Technology & Professional Services,1633,1632,1491,1562
96435855846,Id PC,Technology & Professional Services,1688,1685,1397,1569
30429611528,Proin Sed Foundation,Technology & Professional Services,1578,1583,1623,1573
24627889739,Et Euismod Et Limited,Technology & Professional Services,1593,1606,1610,1581
67853562563,Non Nisi Foundation,Technology & Professional Services,1705,1705,1418,1588
36866208934,Tellus Corp.,Technology & Professional Services,1524,1517,1790,1589
70754621933,Sociis Natoque Ltd,Technology & Professional Services,1794,1792,1247,1591
86143428477,Donec Consectetuer Mauris Foundation,Technology & Professional Services,1663,1668,1518,1594
76899079409,Nec Diam PC,Technology & Professional Services,1644,1641,1576,1596
58881822825,Orci Luctus Et Industries,Technology & Professional Services,1487,1479,1897,1598
20833247272,Tincidunt Pede Institute,Technology & Professional Services,1474,1470,1931,1606
56236492160,Arcu Ac Industries,Technology & Professional Services,1594,1587,1715,1613
67216839360,Sodales Elit Incorporated,Technology & Professional Services,1413,1425,2058,1614
33784872304,Augue Malesuada Corporation,Technology & Professional Services,1566,1563,1779,1617
96178360210,Mauris Ut Quam LLC,Technology & Professional Services,1506,1521,1881,1618
72286618594,Risus In LLP,Technology & Professional Services,1775,1781,1368,1621
29524720064,Urna Justo Associates,Technology & Professional Services,1649,1649,1634,1624
80191930269,Dolor Quisque Tincidunt Foundation,Technology & Professional Services,1673,1671,1633,1639
58870269317,Vel Turpis Company,Technology & Professional Services,1747,1749,1485,1640
95938358124,Donec Dignissim Magna Foundation,Technology & Professional Services,1866,1882,1239,1644
68550848674,Egestas Incorporated,Technology & Professional Services,1685,1695,1613,1645
46969224554,Accumsan Interdum Foundation,Technology & Professional Services,1614,1618,1766,1647
55307299248,Praesent Luctus Curabitur Industries,Technology & Professional Services,1706,1719,1600,1658
13902377680,Mollis Nec Cursus LLP,Technology & Professional Services,1449,1446,2160,1668
85449177396,In Lorem Corp.,Technology & Professional Services,1538,1537,1996,1673
31330885977,Dis Parturient Ltd,Technology & Professional Services,1608,1624,1858,1681
70885562894,Erat Etiam Vestibulum Foundation,Technology & Professional Services,1661,1667,1776,1688
56191979620,Non Sollicitudin PC,Technology & Professional Services,1564,1571,1973,1689
32934378210,Nibh Consulting,Technology & Professional Services,1583,1586,1957,1696
73500416211,Posuere Vulputate Lacus Industries,Technology & Professional Services,1623,1628,1900,1704
39260384047,Quis Pede Corporation,Technology & Professional Services,1639,1646,1885,1707
57984259689,Enim Non Inc.,Technology & Professional Services,1925,1932,1335,1711
80932809713,Non Leo Vivamus Incorporated,Technology & Professional Services,1570,1579,2056,1718
40305723628,Quis Turpis Industries,Technology & Professional Services,1577,1559,2072,1719
15937271532,Diam Proin Dolor Limited,Technology & Professional Services,1655,1643,1916,1723
58977869394,Diam Dictum Consulting,Technology & Professional Services,1647,1642,1929,1726
26077736972,Fermentum Convallis Incorporated,Technology & Professional Services,1646,1656,1917,1728
74309678848,Integer Vitae Nibh LLP,Technology & Professional Services,1582,1585,2054,1730
14316652139,Sed Dolor Inc.,Technology & Professional Services,1641,1650,1940,1733
82642449321,Ante Maecenas Corporation,Technology & Professional Services,1788,1789,1657,1735
46054596841,Dolor Sit PC,Technology & Professional Services,2615,2621,16,1740
22084888224,Parturient Montes LLC,Technology & Professional Services,1631,1629,2013,1744
17291470169,Nullam Lobortis Limited,Technology & Professional Services,1816,1820,1642,1746
72399160347,Dui Cum Sociis LLP,Technology & Professional Services,1584,1593,2110,1751
